"","X.1","X","gbifID","kingdom","phylum","class","order","family","genus","species","taxonRank","stateProvince","countryCode","occurrenceStatus","day","month","year","geometry","raster_label"
"122",1493,143376,4171555479,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa atalanta","SPECIES","Washington","US","PRESENT",25,7,2023,c(552317.786328384, 5280302.64498048),"Tree Canopy"
"123",1494,143385,4171833492,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Idaea","Idaea dimidiata","SPECIES","Washington","US","PRESENT",30,7,2023,c(547226.632504751, 5283025.29649925),"Tree Canopy"
"124",1501,143802,2868251813,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Hesperia","Hesperia juba","SPECIES","Washington","US","PRESENT",9,9,2020,c(545610.417700818, 5267623.04465968),"Tree Canopy"
"125",1509,144790,4430747654,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Pyrrharctia","Pyrrharctia isabella","SPECIES","Washington","US","PRESENT",21,10,2023,c(550877.19520605, 5282679.42692929),"Tree Canopy"
"126",1534,147905,3384649093,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Endrosis","Endrosis sarcitrella","SPECIES","Washington","US","PRESENT",25,8,2021,c(547235.916910014, 5283009.25567705),"Tree Canopy"
"127",1553,149583,3384600509,"Animalia","Arthropoda","Insecta","Lepidoptera","Alucitidae","Alucita","Alucita montana","SPECIES","Washington","US","PRESENT",31,7,2020,c(547225.560363881, 5283018.73013186),"Building"
"128",1555,149934,3117874759,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Tyria","Tyria jacobaeae","SPECIES","Washington","US","PRESENT",14,5,2021,c(555796.371763085, 5281025.31753977),"Tree Canopy"
"129",1561,150634,3902395478,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae","SPECIES","Washington","US","PRESENT",18,7,2022,c(549633.368936725, 5275000.77610102),"Building"
"130",1577,151982,2823227686,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae","SPECIES","Washington","US","PRESENT",23,7,2020,c(547241.627384925, 5283045.20247786),"Grass/Shrub"
"131",1585,152602,3902121587,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Hofmannophila","Hofmannophila pseudospretella","SPECIES","Washington","US","PRESENT",15,7,2020,c(547225.789060816, 5283018.28740334),"Building"
"132",1607,154983,3759759583,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Thallophaga","Thallophaga hyperborea","SPECIES","Washington","US","PRESENT",6,4,2022,c(554731.241946004, 5278967.28576931),"Road"
"133",1620,155973,4400035515,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Nymphalis","Nymphalis antiopa","SPECIES","Washington","US","PRESENT",26,5,2023,c(546755.714371643, 5284462.50597431),"Road"
"134",1663,159096,4535741312,"Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Marmara","Marmara arbutiella","SPECIES","Washington","US","PRESENT",9,2,2024,c(546399.614892079, 5284904.68252244),"Unclassified"
"135",1671,159913,3802374359,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Cydia","Cydia pomonella","SPECIES","Washington","US","PRESENT",1,8,2021,c(547237.638099803, 5283019.05057609),"Tree Canopy"
"136",1709,163821,4599887518,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",16,8,2023,c(551097.356596345, 5274065.79703436),"Tree Canopy"
"137",1719,165554,4080552411,"Animalia","Arthropoda","Insecta","Lepidoptera","Alucitidae","Alucita","Alucita montana","SPECIES","Washington","US","PRESENT",29,1,2022,c(547226.006017782, 5283019.28948658),"Building"
"138",1745,168216,3912150968,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa atalanta","SPECIES","Washington","US","PRESENT",10,9,2022,c(556503.666699957, 5266551.68156684),"Tree Canopy"
"139",1767,170186,3314533333,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa cardui","SPECIES","Washington","US","PRESENT",22,6,2021,c(545919.198027101, 5264957.35650271),"Grass/Shrub"
"140",1769,170293,3923463456,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Neoalcis","Neoalcis californiaria","SPECIES","Washington","US","PRESENT",17,9,2021,c(547231.446949617, 5283023.77956835),"Tree Canopy"
"141",1782,171857,4171383483,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Clepsis","Clepsis consimilana","SPECIES","Washington","US","PRESENT",30,8,2022,c(547237.176187747, 5283020.49172905),"Tree Canopy"
"142",1783,171869,3947543777,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",3,9,2022,c(543307.253250007, 5278597.41967926),"Tree Canopy"
"143",1788,172312,4414043624,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Triphosa","Triphosa haesitata","SPECIES","Washington","US","PRESENT",10,9,2023,c(550527.018540766, 5271831.1273234),"Road"
"144",1831,176789,4145207948,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa atalanta","SPECIES","Washington","US","PRESENT",2,7,2023,c(543670.982613432, 5278077.31192529),"Tree Canopy"
"145",1835,177032,4438754123,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Triphosa","Triphosa haesitata","SPECIES","Washington","US","PRESENT",3,9,2023,c(549947.32285846, 5272831.11271216),"Building"
"146",1843,178039,3415426874,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Pyrrharctia","Pyrrharctia isabella","SPECIES","Washington","US","PRESENT",16,10,2021,c(543790.843432273, 5279024.38956802),"Tree Canopy"
"147",1845,178153,3355647227,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa cardui","SPECIES","Washington","US","PRESENT",7,9,2021,c(553078.420503689, 5278274.97538061),"Tree Canopy"
"148",1903,183597,4851756524,"Animalia","Arthropoda","Insecta","Lepidoptera","Pterophoridae","Emmelina","Emmelina monodactyla","SPECIES","Washington","US","PRESENT",9,4,2024,c(550432.647302259, 5273580.52359735),"Road"
"149",1909,183989,3333292768,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Anania","Anania hortulata","SPECIES","Washington","US","PRESENT",23,7,2021,c(553911.170994357, 5282664.09377618),"Tree Canopy"
"150",1915,184404,3923503092,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa atalanta","SPECIES","Washington","US","PRESENT",30,9,2022,c(554399.053927681, 5280805.89887552),"Building"
"151",1918,184795,4442716530,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",24,6,2023,c(553089.372336237, 5277164.48921377),"Tree Canopy"
"152",1920,184979,2823297810,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Noctua","Noctua comes","SPECIES","Washington","US","PRESENT",18,7,2020,c(547225.945438787, 5283017.51064708),"Building"
"153",1951,188696,3915366434,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris variegana","SPECIES","Washington","US","PRESENT",20,7,2021,c(547237.54500562, 5283021.2727536),"Tree Canopy"
"154",1986,191180,2963809451,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Neoalcis","Neoalcis californiaria","SPECIES","Washington","US","PRESENT",8,9,2020,c(547236.578672045, 5283020.15343262),"Tree Canopy"
"155",1996,192071,4399890057,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",14,8,2023,c(551264.953112459, 5267183.571506),"Tree Canopy"
"156",1999,192297,2641538438,"Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Celastrina","Celastrina ladon","SPECIES","Washington","US","PRESENT",20,4,2020,c(546860.960121857, 5283532.2774551),"Tree Canopy"
"157",2024,194169,4103064412,"Animalia","Arthropoda","Insecta","Lepidoptera","Autostichidae","Oegoconia","Oegoconia quadripuncta","SPECIES","Washington","US","PRESENT",24,7,2022,c(547237.497076347, 5283017.93796284),"Tree Canopy"
"158",2025,194174,4103125419,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Clepsis","Clepsis consimilana","SPECIES","Washington","US","PRESENT",25,7,2022,c(547237.397659143, 5283020.9381159),"Tree Canopy"
"159",2048,196576,4022219667,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Noctua","Noctua pronuba","SPECIES","Washington","US","PRESENT",21,1,2023,c(545504.699391912, 5264204.56680906),"Tree Canopy"
"160",2064,198343,2898469436,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Aglossa","Aglossa pinguinalis","SPECIES","Washington","US","PRESENT",26,7,2020,c(547225.264766337, 5283018.17199646),"Building"
"161",2093,201704,4138001134,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Lophocampa","Lophocampa argentata","SPECIES","Washington","US","PRESENT",18,6,2023,c(544359.997355705, 5278736.27737843),"Road"
"162",2115,204312,4399964731,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Biston","Biston betularia","SPECIES","Washington","US","PRESENT",16,7,2023,c(547517.917488138, 5272867.60292286),"Unclassified"
"163",2117,204433,2823247137,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Hemithea","Hemithea aestivaria","SPECIES","Washington","US","PRESENT",20,7,2020,c(547227.904370497, 5283025.75142108),"Building"
"164",2124,205371,2823343126,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Herpetogramma","Herpetogramma aquilonalis","SPECIES","Washington","US","PRESENT",20,7,2020,c(553900.90830506, 5282645.99251791),"Tree Canopy"
"165",2149,207472,3747306471,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Pyrausta","Pyrausta californicalis","SPECIES","Washington","US","PRESENT",24,9,2021,c(548472.631281522, 5264217.86163316),"Tree Canopy"
"166",2158,208377,3892556979,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",13,8,2022,c(551285.573142714, 5264087.2581102),"Tree Canopy"
"167",2165,208711,4171675313,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Cydia","Cydia pomonella","SPECIES","Washington","US","PRESENT",19,7,2023,c(557286.009148561, 5282545.43308388),"Unclassified"
"168",2176,210159,4054897391,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Hofmannophila","Hofmannophila pseudospretella","SPECIES","Washington","US","PRESENT",24,6,2021,c(547226.006017782, 5283019.28948658),"Building"
"169",2177,210252,3915502372,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris variegana","SPECIES","Washington","US","PRESENT",24,7,2021,c(547236.908593246, 5283016.48827272),"Tree Canopy"
"170",2194,212131,3889173535,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Hofmannophila","Hofmannophila pseudospretella","SPECIES","Washington","US","PRESENT",29,7,2022,c(547229.934645617, 5283025.21218587),"Building"
"171",2200,212724,3320848017,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae","SPECIES","Washington","US","PRESENT",27,6,2021,c(548745.88098883, 5277877.85522407),"Tree Canopy"
"172",2207,213482,4133854748,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",11,6,2023,c(547097.446631096, 5279603.16309234),"Parking Lot"
"173",2229,215575,3902185553,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Eudonia","Eudonia rectilinea","SPECIES","Washington","US","PRESENT",16,7,2020,c(547236.97283732, 5283027.04773207),"Tree Canopy"
"174",2251,217404,3005178194,"Animalia","Arthropoda","Insecta","Lepidoptera","Alucitidae","Alucita","Alucita montana","SPECIES","Washington","US","PRESENT",17,12,2020,c(547225.479917263, 5283019.39635841),"Building"
"175",2268,219196,3383848721,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae","SPECIES","Washington","US","PRESENT",26,5,2021,c(547375.113219928, 5283173.77437123),"Grass/Shrub"
"176",2270,219899,3889084525,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Batia","Batia lunaris","SPECIES","Washington","US","PRESENT",26,7,2022,c(547237.560361694, 5283019.38338439),"Tree Canopy"
"177",2283,221157,4430961535,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Herpetogramma","Herpetogramma aquilonalis","SPECIES","Washington","US","PRESENT",9,7,2023,c(551768.779026494, 5269869.73312428),"Building"
"178",2300,223981,2823248189,"Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora mayrella","SPECIES","Washington","US","PRESENT",20,7,2020,c(547231.432498692, 5283025.55779821),"Tree Canopy"
"179",2314,224854,4102706413,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Clepsis","Clepsis consimilana","SPECIES","Washington","US","PRESENT",24,7,2022,c(547237.265668623, 5283018.714109),"Tree Canopy"
"180",2324,225915,3947115778,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Campaea","Campaea perlata","SPECIES","Washington","US","PRESENT",29,8,2022,c(544624.400301439, 5277087.90538884),"Tree Canopy"
"181",2326,226284,4126928583,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Tyria","Tyria jacobaeae","SPECIES","Washington","US","PRESENT",18,5,2023,c(553117.399403077, 5278546.08664259),"Grass/Shrub"
"182",2334,226904,4137785030,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Tyria","Tyria jacobaeae","SPECIES","Washington","US","PRESENT",16,6,2023,c(553389.672038909, 5278408.42055933),"Grass/Shrub"
"183",2348,228197,3327861692,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",15,7,2021,c(545638.275509165, 5264961.38034239),"Tree Canopy"
"184",2380,231179,3355723457,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Pyrrharctia","Pyrrharctia isabella","SPECIES","Washington","US","PRESENT",8,9,2021,c(553521.216438701, 5278427.07887395),"Tree Canopy"
"185",2381,231209,3923222448,"Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Monopis","Monopis crocicapitella","SPECIES","Washington","US","PRESENT",24,9,2021,c(547223.533699059, 5283018.82481114),"Building"
"186",2390,232146,4413839478,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Noctua","Noctua comes","SPECIES","Washington","US","PRESENT",6,9,2023,c(557894.939197356, 5261320.8480311),"Unclassified"
"187",2394,232300,3302391242,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",4,6,2021,c(555529.885174597, 5281247.28776444),"Grass/Shrub"
"188",2404,233817,3468875844,"Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Marmara","Marmara arbutiella","SPECIES","Washington","US","PRESENT",6,2,2022,c(556992.162195863, 5284654.83653445),"Unclassified"
"189",2416,234406,4129753826,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae","SPECIES","Washington","US","PRESENT",5,6,2023,c(551303.283725745, 5282932.36557594),"Grass/Shrub"
"190",2417,234468,2826413268,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Batia","Batia lunaris","SPECIES","Washington","US","PRESENT",26,7,2020,c(547232.034530097, 5283025.34039729),"Tree Canopy"
"191",2451,238512,2898475781,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Lophocampa","Lophocampa maculata","SPECIES","Washington","US","PRESENT",10,10,2020,c(543357.366771554, 5278926.11482553),"Tree Canopy"
"192",2453,238592,3747030389,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",29,5,2021,c(542584.52584163, 5278791.81372721),"Road"
"193",2525,244390,3902071384,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Noctua","Noctua pronuba","SPECIES","Washington","US","PRESENT",13,7,2020,c(547236.789248342, 5283012.70831475),"Tree Canopy"
"194",2528,244573,3307144465,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Hesperia","Hesperia juba","SPECIES","Washington","US","PRESENT",3,6,2021,c(547741.793391623, 5266952.09730939),"Grass/Shrub"
"195",2534,245405,4424153066,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Sabulodes","Sabulodes aegrotata","SPECIES","Washington","US","PRESENT",2,10,2023,c(549756.72910735, 5272528.61199864),"Road"
"196",2547,247090,3124548569,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Noctua","Noctua pronuba","SPECIES","Washington","US","PRESENT",19,5,2021,c(551400.849135643, 5282047.60157738),"Grass/Shrub"
"197",2568,249225,4096472500,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Aglossa","Aglossa pinguinalis","SPECIES","Washington","US","PRESENT",26,6,2022,c(547225.940923408, 5283018.0663439),"Building"
"198",2608,252507,4171723183,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Clepsis","Clepsis consimilana","SPECIES","Washington","US","PRESENT",29,7,2023,c(547228.059845454, 5283025.08580424),"Building"
"199",2627,254856,4414420330,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Lophocampa","Lophocampa maculata","SPECIES","Washington","US","PRESENT",17,9,2023,c(542808.10708147, 5278999.51645955),"Tree Canopy"
"200",2639,255723,2814466158,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Nymphalis","Nymphalis californica","SPECIES","Washington","US","PRESENT",8,7,2020,c(551856.189359011, 5280276.61562839),"Building"
"201",2643,255949,3986085751,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Noctua","Noctua pronuba","SPECIES","Washington","US","PRESENT",27,9,2022,c(557077.00023215, 5284639.99733548),"Unclassified"
"202",2646,256702,4440971660,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Operophtera","","GENUS","Washington","US","PRESENT",12,11,2023,c(547227.680189235, 5283025.63845269),"Building"
"203",2650,257166,4138327960,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Lophocampa","Lophocampa argentata","SPECIES","Washington","US","PRESENT",18,6,2023,c(547299.222521449, 5284293.18304951),"Tree Canopy"
"204",2659,258268,4112132388,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Batia","Batia lunaris","SPECIES","Washington","US","PRESENT",26,7,2022,c(547237.332567192, 5283019.71497308),"Tree Canopy"
"205",2662,258714,3307450604,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Tyria","Tyria jacobaeae","SPECIES","Washington","US","PRESENT",10,6,2021,c(555796.371763085, 5281025.31753977),"Tree Canopy"
